Word, Guesses, Count
enemy,"salet, wreck, queue, needy, enemy",5
enjoy,"salet, wreck, venue, enjoy",4
ennui,"salet, wreck, venue, ennui",4
ensue,"salet, whose, issue, ensue",4
enter,"salet, voter, meter, titer, cuter, enter",6
entry,"salet, white, trend, entry",4
envoy,"salet, wreck, venue, envoy",4
epoch,"salet, wreck, voice, epoch",4
epoxy,"salet, wreck, venue, epoxy",4
equal,"salet, whale, renal, ileal, equal",5
equip,"salet, wreck, venue, equid, equip",5
erase,"salet, phase, cease, erase",4
erect,"salet, theft, inert, erect",4
erode,"salet, wreck, urine, prove, drome, erode",6
error,"salet, wreck, urine, error",4
erupt,"salet, theft, remit, ergot, eruct, erupt",6
essay,"salet, phase, mesas, essay",4
ester,"salet, votes, ester",3
ether,"salet, voter, tiger, ether",4
ethic,"salet, white, ethic",3
ethos,"salet, these, ethos",3
etude,"salet, white, truce, etude",4
evade,"salet, zebra, ocean, image, quake, evade",6
event,"salet, theft, inert, event",4
every,"salet, wreck, query, every",4
evict,"salet, theft, remit, edict, evict",5
evoke,"salet, wreck, knife, pekoe, evoke",5
exact,"salet, treat, exact",3
exalt,"salet, leapt, exalt",3
excel,"salet, wheel, revel, model, pixel, excel",6
exert,"salet, theft, inert, exert",4
exile,"salet, yield, while, exile",4
exist,"salet, quest, geist, exist",4
expel,"salet, wheel, revel, model, pixel, expel",6
extol,"salet, title, cetyl, extol",4
extra,"salet, tweak, meaty, extra",4
exult,"salet, knelt, exult",3
eying,"salet, wreck, venue, enjoy, eying",5
fable,"salet, large, maple, hayle, wanle, cable, fable",7
facet,"salet, manet, caret, tacet, facet",5
faint,"salet, yacht, tarot, paint, daint, faint",6
fairy,"salet, wagon, rapid, hairy, vairy, fairy",6
faith,"salet, watch, garth, faith",4
false,"salet, false",2
fancy,"salet, wagon, ranch, nancy, fancy",5
fanny,"salet, wagon, ranch, mania, nanny, fanny",6
farce,"salet, range, zaire, barbe, marae, parve, farce",7
fatal,"salet, natal, datal, katal, ratal, fatal",6
fatty,"salet, watch, ratio, fatty",4
fault,"salet, gault, dault, hault, fault",5
fauna,"salet, wagon, ranch, fauna",4
favor,"salet, wagon, vapor, favor",4
feast,"salet, yeast, beast, feast",4
fecal,"salet, whale, renal, legal, medal, fecal",6
feign,"salet, wreck, venue, neigh, feign",5
fella,"salet, relay, melba, fella",4
felon,"salet, welch, jelly, melon, felon",5
femme,"salet, wreck, venue, hedge, jembe, femme",6
femur,"salet, wreck, rouge, femur",4
fence,"salet, wreck, voice, hence, fence",5
feral,"salet, whale, renal, feral",4
ferry,"salet, wreck, rouge, ferry",4
fetal,"salet, plate, metal, fetal",4
fetch,"salet, white, fetch",3
fetid,"salet, white, tepid, betid, fetid",5
fetus,"salet, these, vests, metis, fetus",5
fever,"salet, women, upper, river, fever",5
fewer,"salet, women, bedew, fewer",4
fiber,"salet, women, upper, river, fiber",5
fibre,"salet, wreck, rouge, nerve, fibre",5
ficus,"salet, virus, minus, gibus, pious, ficus",6
field,"salet, yield, bield, field",4
fiend,"salet, wreck, queue, needy, odeon, emend, piend, fiend",8
fiery,"salet, wreck, query, every, fiery",5
fifth,"salet, youth, width, ninth, birth, fifth",6
fifty,"salet, youth, witty, nifty, mifty, rifty, fifty",7
fight,"salet, wight, right, night, might, hight, kight, bight, dight, pight, fight",11
filer,"salet, ruler, miler, oiler, piler, viler, filer",7
filet,"salet, inlet, filet",3
filly,"salet, willy, hilly, filly",4
filmy,"salet, willy, milky, filmy",4
filth,"salet, tulip, milty, filth",4
final,"salet, zonal, final",3
finch,"salet, young, pinch, finch",4
finer,"salet, women, under, never, finer",5
first,"salet, visit, didst, giust, first",5
fishy,"salet, virus, missy, dishy, fishy",5
fixer,"salet, women, upper, river, fiber, fixer",6
fizzy,"salet, young, privy, jiffy, fizzy",5
fjord,"salet, young, widow, chord, fjord",5
flack,"salet, zonal, plaid, llama, flaky, flack",6
flail,"salet, zonal, quail, grail, avail, flail",6
flair,"salet, zonal, plaid, glaik, claim, flair",6
flake,"salet, whale, place, glare, flame, flane, flake",7
flaky,"salet, zonal, plaid, llama, flaky",5
flame,"salet, whale, place, glare, flame",5
flank,"salet, zonal, plain, gland, flank",5
flare,"salet, whale, place, glare, flare",5
flash,"salet, usual, glass, flash",4
flask,"salet, usual, glass, flash, flask",5
fleck,"salet, yield, leech, cleck, fleck",5
fleet,"salet, bluet, gleet, fleet",4
flesh,"salet, loose, flesh",3
flick,"salet, would, vinyl, click, flick",5
flier,"salet, wheel, ulcer, older, flyer, flier",6
fling,"salet, would, vinyl, fling",4
flint,"salet, quilt, clint, flint",4
flirt,"salet, quilt, clint, flitt, flirt",5
float,"salet, plant, float",3
flock,"salet, would, lingo, floor, flock",5
flood,"salet, would, blood, flood",4
floor,"salet, would, lingo, floor",4
flora,"salet, zonal, flora",3
floss,"salet, plush, gloss, floss",4
flour,"salet, would, clour, flour",4
flout,"salet, quilt, clout, glout, flout",5
flown,"salet, would, blowy, clown, flown",5
fluff,"salet, would, plump, flung, fluky, flurr, fluff",7
fluid,"salet, would, bluid, fluid",4
fluke,"salet, yield, plume, fluke",4
flume,"salet, yield, plume, flume",4
flung,"salet, would, plump, flung",4
flunk,"salet, would, plump, flung, flunk",5
flush,"salet, plush, flush",3
flute,"salet, title, clote, flute",4
flyer,"salet, wheel, ulcer, older, flyer",5
foamy,"salet, woman, mocha, foamy",4
focal,"salet, zonal, royal, vocal, local, focal",6
focus,"salet, virus, mucus, docus, focus",5
foggy,"salet, young, goofy, foggy",4
foist,"salet, visit, twist, moist, hoist, joist, roist, zoist, foist",9
folio,"salet, willy, folic, folio",4
folly,"salet, willy, holly, jolly, molly, polly, dolly, folly",8
foray,"salet, woman, foray",3
force,"salet, wreck, cerci, force",4
forge,"salet, wreck, rouge, porge, forge",5
forgo,"salet, young, corgi, forgo",4
forte,"salet, white, quote, forte",4
forth,"salet, youth, worth, north, forth",5
forty,"salet, youth, rorty, borty, dorty, porty, forty",7
forum,"salet, young, forum",3
found,"salet, young, round, pound, wound, mound, found",7
foyer,"salet, women, roger, poker, hover, foyer",6
frail,"salet, zonal, quail, grail, brail, drail, frail",7
frame,"salet, zebra, grave, frame",4
frank,"salet, woman, ninja, prank, frank",5
fraud,"salet, woman, quark, prahu, fraud",5
freak,"salet, zebra, grave, dream, freak",5
freed,"salet, women, upper, grief, freed",5
freer,"salet, women, upper, river, dryer, freer",6
fresh,"salet, whose, fresh",3
friar,"salet, woman, vicar, briar, friar",5
fried,"salet, women, upper, grief, fried",5
frill,"salet, would, imply, grill, krill, brill, frill",7
frisk,"salet, virus, prism, grisy, brisk, frisk",6
fritz,"salet, youth, fritz",3
frock,"salet, young, widow, crock, brock, frock",6
frond,"salet, young, rhino, frond",4
front,"salet, wight, front",3
frost,"salet, visit, worst, frost",4
froth,"salet, youth, broth, froth",4
frown,"salet, young, known, brown, crown, drown, frown",7
froze,"salet, wreck, urine, prove, drome, frore, froze",7
fruit,"salet, wight, print, fruit",4
fudge,"salet, wreck, venue, guide, judge, fudge",6
fugue,"salet, wreck, venue, pique, fugue",5
fully,"salet, willy, holly, fully",4
fungi,"salet, young, guqin, fungi",4
funky,"salet, young, unify, funky",4
funny,"salet, young, funny",3
furor,"salet, young, proud, rumor, juror, furor",6
furry,"salet, young, puppy, mummy, juicy, fuzzy, fubby, fuddy, fuffy, furry",10
fussy,"salet, virus, pushy, fussy",4
fuzzy,"salet, young, puppy, mummy, juicy, fuzzy",6
gaffe,"salet, range, vague, gaffe",4
gaily,"salet, naval, labor, madly, gaily",5
gamer,"salet, raven, wafer, payer, maker, gamer",6
gamma,"salet, wagon, gamba, gamma",4
gamut,"salet, yacht, tarot, paint, gamut",5
gassy,"salet, mason, raspy, bassy, gassy",5
gaudy,"salet, wagon, gamba, gaddi, gaudy",5
gauge,"salet, range, gauge",3
gaunt,"salet, yacht, tarot, paint, gaunt",5
gauze,"salet, range, vague, gauje, gauze",5
gavel,"salet, panel, label, hazel, camel, favel, javel, ravel, gavel",9
gawky,"salet, wagon, gawcy, gawky",4
gayer,"salet, raven, wafer, payer, gayer",5
gayly,"salet, naval, labor, madly, gaily, gayly",6
gazer,"salet, raven, wafer, payer, maker, eager, gazer",7
gecko,"salet, wreck, becke, decko, gecko",5
geeky,"salet, wreck, geeky",3
geese,"salet, whose, verse, meuse, fesse, neese, geese",7
genie,"salet, wreck, venue, menge, genie",5
genre,"salet, wreck, rouge, genre",4
ghost,"salet, visit, worst, ytost, ghost",5
ghoul,"salet, would, clour, ghoul",4
giant,"salet, tract, giant",3
giddy,"salet, young, piggy, giddy",4
gipsy,"salet, virus, missy, gipsy",4
girly,"salet, would, imply, bigly, girly",5
girth,"salet, youth, width, ninth, birth, firth, girth",7
given,"salet, women, vixen, given",4
giver,"salet, women, upper, river, diver, giver",6
glade,"salet, whale, place, glare, glaze, glade",6
gland,"salet, zonal, plain, gland",4
glare,"salet, whale, place, glare",4
glass,"salet, usual, glass",3
glaze,"salet, whale, place, glare, glaze",5
gleam,"salet, whale, renal, plead, fleam, gleam",6
glean,"salet, whale, renal, elvan, clean, glean",6
glide,"salet, yield, glide",3
glint,"salet, quilt, clint, flint, glint",5
gloat,"salet, plant, float, bloat, gloat",5
globe,"salet, yield, plume, globe",4
gloom,"salet, would, lingo, glory, gloom",5
glory,"salet, would, lingo, glory",4
gloss,"salet, plush, gloss",3
glove,"salet, yield, plume, globe, gloze, glove",6
glyph,"salet, would, vinyl, lymph, glyph",5
gnash,"salet, quasi, grass, gnash",4
gnome,"salet, wreck, venue, phone, gnome",5
godly,"salet, would, doily, godly",4
going,"salet, young, going",3
golem,"salet, ruler, melee, golem",4
golly,"salet, willy, holly, jolly, molly, polly, dolly, folly, golly",9
gonad,"salet, woman, gonad",3
goner,"salet, women, honey, goner",4
goody,"salet, young, goofy, gooby, gooky, goopy, goory, goody",8
gooey,"salet, women, roger, gooey",4
goofy,"salet, young, goofy",3
goose,"salet, whose, prose, goose",4
gorge,"salet, wreck, rouge, porge, forge, gorge",6
gouge,"salet, wreck, venue, guide, gouge",5
gourd,"salet, young, rough, gourd",4
grace,"salet, zebra, grave, grade, grame, grace",6
grade,"salet, zebra, grave, grade",4
graft,"salet, tract, grant, graft",4
grail,"salet, zonal, quail, grail",4
grain,"salet, woman, grain",3
grand,"salet, woman, ninja, prank, brand, grand",6
grant,"salet, tract, grant",3
grape,"salet, zebra, grave, grade, grame, grace, grape",7
graph,"salet, woman, quark, chair, graph",5
grasp,"salet, quasi, grass, grasp",4
grass,"salet, quasi, grass",3
grate,"salet, tweak, meaty, crate, grate",5
grave,"salet, zebra, grave",3
gravy,"salet, woman, quark, chair, brava, gravy",6
graze,"salet, zebra, craze, graze",4
great,"salet, treat, great",3
greed,"salet, women, upper, grief, greek, greed",6
green,"salet, women, vixen, queen, green",5
greet,"salet, unmet, octet, greet",4
grief,"salet, women, upper, grief",4
grill,"salet, would, imply, grill",4
grime,"salet, wreck, urine, prime, grime",5
grimy,"salet, young, piggy, grimy",4
grind,"salet, young, grind",3
gripe,"salet, wreck, urine, prime, gripe",5
groan,"salet, woman, organ, groan",4
groin,"salet, young, grown, groin",4
groom,"salet, young, vigor, groof, groom",5
grope,"salet, wreck, urine, prove, grope",5
gross,"salet, virus, gross",3
group,"salet, young, group",3
grout,"salet, wight, grout",3
grove,"salet, wreck, urine, prove, grove",5
growl,"salet, would, blowy, growl",4
grown,"salet, young, grown",3
gruel,"salet, wheel, revel, cruel, gruel",5
gruff,"salet, young, gruff",3
grunt,"salet, wight, grout, grunt",4
guard,"salet, woman, quark, guard",4
guava,"salet, woman, quark, guava",4
guess,"salet, whose, press, guess",4
guest,"salet, quest, guest",3
guide,"salet, wreck, venue, guide",4
guild,"salet, would, build, guild",4
guile,"salet, yield, while, exile, guile",5
guilt,"salet, quilt, built, guilt",4
guise,"salet, whose, verse, guise",4
gulch,"salet, willy, mulch, culch, gulch",5
gully,"salet, willy, holly, fully, gully",5
gumbo,"salet, young, group, gumbo",4
gummy,"salet, young, rugby, fudgy, gucky, gummy",6
guppy,"salet, young, rugby, gummy, guppy",5
gusto,"salet, truss, musty, busti, gusto",5
gusty,"salet, truss, musty, dusty, gusty",5
gypsy,"salet, virus, gypsy",3
habit,"salet, yacht, bahut, habit",4
hairy,"salet, wagon, rapid, hairy",4
halve,"salet, value, halve",3
handy,"salet, wagon, ranch, handy",4
happy,"salet, wagon, rapid, happy",4
hardy,"salet, wagon, rapid, hardy",4
harem,"salet, raven, wafer, dared, carex, pareo, harem",7
harpy,"salet, wagon, rapid, parry, harpy",5
harry,"salet, wagon, rapid, march, harry",5
harsh,"salet, mason, warps, karsy, harsh",5
haste,"salet, waste, taste, paste, caste, haste",6
hasty,"salet, tasty, nasty, masty, vasty, hasty",6
hatch,"salet, watch, match, patch, catch, natch, gatch, ratch, batch, hatch",10
hater,"salet, water, cater, eater, hater",5
haunt,"salet, yacht, bahut, haunt",4
haute,"salet, earth, haute",3
haven,"salet, raven, maven, daven, paven, haven",6
havoc,"salet, wagon, vapor, havoc",4
hazel,"salet, panel, label, hazel",4
heady,"salet, zebra, vegan, peace, deawy, heady",6
heard,"salet, zebra, weary, deare, heard",5
heart,"salet, treat, heart",3
heath,"salet, tweak, meaty, death, heath",5
heave,"salet, zebra, vegan, heavy, heave",5
heavy,"salet, zebra, vegan, heavy",4
hedge,"salet, wreck, venue, hedge",4
hefty,"salet, white, teeth, hertz, hefty",5
heist,"salet, quest, geist, heist",4
helix,"salet, welch, hello, helve, helix",5
hello,"salet, welch, hello",3
hence,"salet, wreck, voice, hence",4
heron,"salet, wreck, rouge, berob, xerox, heron",6
hilly,"salet, willy, hilly",3
hinge,"salet, wreck, venue, hinge",4
hippo,"salet, young, widow, micro, hippo",5
hippy,"salet, young, privy, hippy",4
hitch,"salet, youth, witch, pitch, hitch",5
hoard,"salet, woman, roach, hoard",4
hobby,"salet, young, worry, hobby",4
hoist,"salet, visit, twist, moist, hoist",5
holly,"salet, willy, holly",3
homer,"salet, women, romeo, comer, gomer, vomer, homer",7
honey,"salet, women, honey",3
honor,"salet, young, robin, honor",4
horde,"salet, wreck, rouge, forme, borde, horde",6
horny,"salet, young, horny",3
horse,"salet, whose, house, horse",4
hotel,"salet, hotel",2
hotly,"salet, until, lotto, hotly",4
hound,"salet, young, round, pound, wound, mound, found, bound, hound",9
house,"salet, whose, house",3
hovel,"salet, wheel, hovel",3
hover,"salet, women, roger, poker, hover",5
howdy,"salet, young, worry, howdy",4
human,"salet, woman, human",3
humid,"salet, young, quick, buffi, mudir, humid",6
humor,"salet, young, proud, rumor, humor",5
humph,"salet, young, quick, bumph, humph",5
humus,"salet, virus, mucus, humus",4
hunch,"salet, young, unzip, munch, dunch, runch, bunch, hunch",8
hunky,"salet, young, unify, hunky",4
hurry,"salet, young, puppy, mummy, juicy, fuzzy, burry, durry, hurry",9
husky,"salet, virus, pushy, husky",4
hussy,"salet, virus, pushy, husky, hussy",5
hutch,"salet, youth, dutch, hutch",4
hydro,"salet, young, proxy, hydro",4
hyena,"salet, zebra, omega, cheka, hyena",5
hymen,"salet, women, rumen, vimen, hymen",5
hyper,"salet, women, upper, viper, ryper, hyper",6
icily,"salet, would, imply, icily",4
icing,"salet, young, ching, icing",4
ideal,"salet, whale, renal, ileal, ideal",5
idiom,"salet, young, widow, idiom",4
idiot,"salet, wight, print, obiit, idiot",5
idler,"salet, ruler, miler, idler",4
idyll,"salet, would, idyll",3
igloo,"salet, willy, folic, igloo",4
iliac,"salet, zonal, lidar, iliac",4
image,"salet, zebra, ocean, image",4
imbue,"salet, wreck, venue, pique, imbue",5
impel,"salet, wheel, revel, model, impel",5
imply,"salet, would, imply",3
inane,"salet, zebra, ocean, amine, diane, inane",6
inbox,"salet, young, known, inbox",4
incur,"salet, young, unzip, inrun, incur",5
index,"salet, women, under, index",4
inept,"salet, theft, inert, inept",4
inert,"salet, theft, inert",3
infer,"salet, women, under, inner, infer",5
ingot,"salet, wight, ingot",3
inlay,"salet, villa, aulic, inlay",4
inlet,"salet, inlet",2
inner,"salet, women, under, inner",4
input,"salet, wight, print, input",4
inter,"salet, voter, meter, titer, inter",5
intro,"salet, youth, intro",3
ionic,"salet, young, robin, ionic",4
irate,"salet, tweak, meaty, crate, grate, irate",6
irony,"salet, young, irony",3
islet,"salet, islet",2
issue,"salet, whose, issue",3
itchy,"salet, youth, itchy",3
ivory,"salet, young, proxy, ivory",4
jaunt,"salet, yacht, tarot, paint, gaunt, jaunt",6
jazzy,"salet, wagon, rapid, kayak, jazzy",5
jelly,"salet, welch, jelly",3
jerky,"salet, wreck, perky, kerky, jerky",5
jetty,"salet, white, petty, jetty",4
jewel,"salet, wheel, jewel",3
jiffy,"salet, young, privy, jiffy",4
joint,"salet, wight, print, joint",4
joist,"salet, visit, twist, moist, hoist, joist",6
joker,"salet, women, roger, poker, koker, yoker, joker",7
jolly,"salet, willy, holly, jolly",4
joust,"salet, visit, worst, coost, moust, joust",6
judge,"salet, wreck, venue, guide, judge",5
juice,"salet, wreck, voice, deice, juice",5
juicy,"salet, young, puppy, mummy, juicy",5
jumbo,"salet, young, proud, jumbo",4
jumpy,"salet, young, puppy, jumpy",4
junta,"salet, wrath, quota, junta",4
junto,"salet, youth, cutto, punto, junto",5
juror,"salet, young, proud, rumor, juror",5
kappa,"salet, wagon, rapid, happy, kappa",5
karma,"salet, wagon, rapid, march, karma",5
kayak,"salet, wagon, rapid, kayak",4
kebab,"salet, zebra, debag, kebab",4
khaki,"salet, woman, quark, abaka, khaki",5
kinky,"salet, young, windy, hinky, zinky, kinky",6
kiosk,"salet, virus, missy, kiosk",4
kitty,"salet, youth, witty, kitty",4
knack,"salet, woman, ninja, prank, knack",5
knave,"salet, zebra, ocean, amine, knawe, knave",6
knead,"salet, zebra, ocean, knead",4
kneed,"salet, women, under, inked, kneed",5
kneel,"salet, wheel, kneel",3
knelt,"salet, knelt",2
knife,"salet, wreck, knife",3
knock,"salet, young, known, knock",4
knoll,"salet, would, cyclo, oboli, proll, knoll",6
known,"salet, young, known",3
koala,"salet, zonal, voila, koala",4
krill,"salet, would, imply, grill, krill",5
label,"salet, panel, label",3
labor,"salet, naval, labor",3
laden,"salet, panel, laden",3
ladle,"salet, large, lance, lapje, ladle",5
lager,"salet, panel, layer, lager",4
lance,"salet, large, lance",3
lanky,"salet, naval, manly, lanky",4
lapel,"salet, panel, lapel",3
lapse,"salet, baels, lapse",3
large,"salet, large",2
larva,"salet, naval, larva",3
lasso,"salet, nasal, lassi, lassu, lassy, lasso",6
latch,"salet, natal, fatly, latch",4
later,"salet, later",2
lathe,"salet, table, lathe",3
latte,"salet, table, lathe, latte",4
laugh,"salet, naval, labor, laddy, laich, laugh",6
layer,"salet, panel, layer",3
leach,"salet, whale, leach",3
leafy,"salet, whale, learn, leafy",4
leaky,"salet, whale, learn, leafy, leaky",5
leant,"salet, leapt, leant",3
leapt,"salet, leapt",2
learn,"salet, whale, learn",3
lease,"salet, lease",2
leash,"salet, lease, leash",3
least,"salet, least",2
leave,"salet, whale, place, leare, leaze, leave",6
ledge,"salet, yield, lodge, ledge",4
leech,"salet, yield, leech",3
leery,"salet, yield, gleby, leery",4
lefty,"salet, title, lefty",3
legal,"salet, whale, renal, legal",4
leggy,"salet, yield, beryl, leggy",4
lemon,"salet, yield, plume, lemon",4
lemur,"salet, yield, plume, lemur",4
leper,"salet, wheel, ulcer, liver, leper",5
level,"salet, wheel, revel, level",4
lever,"salet, wheel, ulcer, liver, lover, lever",6
libel,"salet, wheel, revel, model, pixel, gibel, libel",7
liege,"salet, yield, liege",3
light,"salet, quilt, licht, light",4
liken,"salet, wheel, ulcer, linen, limen, liven, liken",7
lilac,"salet, villa, pilaf, lilac",4
limbo,"salet, would, lingo, limbo",4
limit,"salet, quilt, licht, lirot, limit",5
linen,"salet, wheel, ulcer, linen",4
liner,"salet, wheel, ulcer, liver, liner",5
lingo,"salet, would, lingo",3
lipid,"salet, would, blind, lipid",4
lithe,"salet, title, litre, lithe",4
liver,"salet, wheel, ulcer, liver",4
livid,"salet, would, blind, lipid, livid",5
llama,"salet, zonal, plaid, llama",4
loamy,"salet, zonal, voila, loach, loamy",5
loath,"salet, ultra, tidal, loath",4
lobby,"salet, would, lorry, loony, loggy, loppy, lobby",7
local,"salet, zonal, royal, vocal, local",5
locus,"salet, plush, gurls, lobus, locus",5
lodge,"salet, yield, lodge",3
lofty,"salet, until, cloth, lofty",4
logic,"salet, would, lorry, login, logic",5
login,"salet, would, lorry, login",4
loopy,"salet, would, lorry, loony, loopy",5
loose,"salet, loose",2
lorry,"salet, would, lorry",3
loser,"salet, lysed, loser",3
louse,"salet, loose, lowse, louse",4
lousy,"salet, plush, lousy",3
lover,"salet, wheel, ulcer, liver, lover",5
lower,"salet, wheel, lower",3
lowly,"salet, would, jowly, lowly",4
loyal,"salet, zonal, royal, loyal",4
lucid,"salet, would, lucid",3
lucky,"salet, would, pupil, lunch, lucky",5
lumen,"salet, wheel, ulcer, loued, lumen",5
lumpy,"salet, would, pupil, lumpy",4
lunar,"salet, zonal, lunar",3
lunch,"salet, would, pupil, lunch",4
lunge,"salet, yield, plume, lunge",4
lupus,"salet, plush, lupus",3
lurch,"salet, would, pupil, lunch, lurch",5
lurid,"salet, would, lucid, lurid",4
lusty,"salet, tools, lusty",3
lying,"salet, would, vinyl, bliny, lying",5
lymph,"salet, would, vinyl, lymph",4
lynch,"salet, would, vinyl, lynch",4
lyric,"salet, would, vinyl, blimy, lyric",5
macaw,"salet, wagon, macaw",3
macho,"salet, wagon, radio, mambo, macho",5
macro,"salet, wagon, radio, parvo, macro",5
madam,"salet, wagon, rapid, daddy, madam",5
madly,"salet, naval, labor, madly",4
mafia,"salet, wagon, rapid, maxim, mafia",5
magic,"salet, wagon, magic",3
magma,"salet, wagon, magic, magma",4
maize,"salet, range, maybe, mamie, maize",5
major,"salet, wagon, vapor, maror, major",5
maker,"salet, raven, wafer, payer, maker",5
mambo,"salet, wagon, radio, mambo",4
mamma,"salet, wagon, rapid, kayak, bacha, mamma",6
mammy,"salet, wagon, rapid, kayak, jazzy, mammy",6
manga,"salet, wagon, manga",3
mange,"salet, range, mange",3
mango,"salet, wagon, mango",3
mangy,"salet, wagon, manga, mangy",4
mania,"salet, wagon, ranch, mania",4
manic,"salet, wagon, ranch, panic, manic",5
manly,"salet, naval, manly",3
manor,"salet, wagon, nabob, manor",4
maple,"salet, large, maple",3
march,"salet, wagon, rapid, march",4
marry,"salet, wagon, rapid, march, marry",5
marsh,"salet, mason, marsh",3
mason,"salet, mason",2
masse,"salet, raise, pause, masse",4
match,"salet, watch, match",3
matey,"salet, water, eaten, matey",4
mauve,"salet, range, maybe, mamie, mauve",5
maxim,"salet, wagon, rapid, maxim",4
maybe,"salet, range, maybe",3
mayor,"salet, wagon, vapor, maror, major, mayor",6
mealy,"salet, whale, realm, mealy",4
meant,"salet, treat, exact, meant",4
meaty,"salet, tweak, meaty",3
mecca,"salet, zebra, media, mecca",4
medal,"salet, whale, renal, legal, medal",5
media,"salet, zebra, media",3
medic,"salet, wreck, niche, medic",4
melee,"salet, ruler, melee",3
melon,"salet, welch, jelly, melon",4
mercy,"salet, wreck, cerci, mercy",4
merge,"salet, wreck, rouge, merge",4
merit,"salet, theft, remit, merit",4
merry,"salet, wreck, rouge, ferry, berry, merry",6
metal,"salet, plate, metal",3
meter,"salet, voter, meter",3
metro,"salet, white, trend, fetor, metro",5
micro,"salet, young, widow, micro",4
midge,"salet, wreck, venue, oxide, didie, fidge, midge",7
midst,"salet, visit, didst, midst",4
might,"salet, wight, right, night, might",5
milky,"salet, willy, milky",3
mimic,"salet, young, which, cippi, ridic, mimic",6
mince,"salet, wreck, voice, yince, mince",5
miner,"salet, women, miner",3
minim,"salet, young, pinch, minim",4
minor,"salet, young, known, minor",4
minty,"salet, youth, witty, nifty, tinty, minty",6
minus,"salet, virus, minus",3
mirth,"salet, youth, width, ninth, birth, firth, girth, mirth",8
miser,"salet, usher, poser, riser, wiser, miser",6
missy,"salet, virus, missy",3
mocha,"salet, woman, mocha",3
modal,"salet, zonal, royal, vocal, modal",5
model,"salet, wheel, revel, model",4
modem,"salet, women, moved, modem",4
mogul,"salet, would, locum, mogul",4
moist,"salet, visit, twist, moist",4
molar,"salet, villa, polar, molar",4
moldy,"salet, willy, bulgy, folky, moldy",5
money,"salet, women, moner, money",4
month,"salet, youth, worth, month",4
moody,"salet, young, worry, hobby, moody",5
moose,"salet, whose, prose, goose, moose",5
moral,"salet, zonal, royal, moral",4
moron,"salet, young, robin, moron",4
morph,"salet, young, porch, morph",4
mossy,"salet, virus, gypsy, mossy",4
motel,"salet, hotel, motel",3
motif,"salet, youth, topic, ootid, motif",5
motor,"salet, youth, topic, kotow, roton, motor",6
motto,"salet, youth, conto, potto, motto",5
moult,"salet, quilt, moult",3
mound,"salet, young, round, pound, wound, mound",6
mount,"salet, wight, front, poynt, count, mount",6
mourn,"salet, young, mourn",3
mouse,"salet, whose, posse, mouse",4
mouth,"salet, youth, mouth",3
mover,"salet, women, moved, mover",4
movie,"salet, wreck, venue, dovie, movie",5
mower,"salet, women, mower",3
mucky,"salet, young, puppy, mummy, muddy, murky, mucky",7
mucus,"salet, virus, mucus",3
muddy,"salet, young, puppy, mummy, muddy",5
mulch,"salet, willy, mulch",3
mummy,"salet, young, puppy, mummy",4
munch,"salet, young, unzip, munch",4
mural,"salet, zonal, rural, aural, dural, fural, jural, mural",8
murky,"salet, young, puppy, mummy, muddy, murky",6
mushy,"salet, virus, pushy, cushy, gushy, hushy, bushy, mushy",8
music,"salet, virus, cuish, music",4
musky,"salet, virus, pushy, fussy, busby, dusky, musky",7
musty,"salet, truss, musty",3
myrrh,"salet, young, privy, myrrh",4
nadir,"salet, wagon, ranch, varna, nadir",5
naive,"salet, range, naive",3
nanny,"salet, wagon, ranch, mania, nanny",5
nasal,"salet, nasal",2
nasty,"salet, tasty, nasty",3
natal,"salet, natal",2
naval,"salet, naval",2
navel,"salet, panel, navel",3
needy,"salet, wreck, queue, needy",4
neigh,"salet, wreck, venue, neigh",4
nerdy,"salet, wreck, rouge, ferry, derby, perdy, nerdy",7
nerve,"salet, wreck, rouge, nerve",4
never,"salet, women, under, never",4
newer,"salet, women, endew, ngwee, newer",5
newly,"salet, yield, reply, feyly, newly",5
nicer,"salet, women, under, never, niger, niner, nixer, nicer",8
niche,"salet, wreck, niche",3
niece,"salet, wreck, piece, niece",4
night,"salet, wight, right, night",4
ninja,"salet, woman, ninja",3
ninny,"salet, young, whiny, finny, minny, pinny, ninny",7
ninth,"salet, youth, width, ninth",4
noble,"salet, yield, whole, noble",4
nobly,"salet, would, nobly",3
noise,"salet, whose, posse, mouse, noise",5
noisy,"salet, virus, psion, noisy",4
nomad,"salet, woman, nomad",3
noose,"salet, whose, prose, goose, moose, noose",6
north,"salet, youth, worth, north",4
nosey,"salet, usher, nosey",3
notch,"salet, youth, torch, notch",4
novel,"salet, wheel, revel, novel",4
nudge,"salet, wreck, venue, nudge",4
nurse,"salet, whose, verse, nurse",4
nutty,"salet, youth, unity, bunty, nutty",5
nylon,"salet, willy, pylon, nylon",4
nymph,"salet, young, windy, nymph",4
oaken,"salet, raven, baken, oaken",4
obese,"salet, whose, posse, obese",4
occur,"salet, young, proud, occur",4
ocean,"salet, zebra, ocean",3
octal,"salet, ultra, total, octal",4
octet,"salet, unmet, octet",3
odder,"salet, women, video, order, odder",5
oddly,"salet, would, oddly",3
offal,"salet, zonal, offal",3
offer,"salet, women, video, offer",4
often,"salet, voter, often",3
olden,"salet, wheel, ulcer, flied, olden",5
older,"salet, wheel, ulcer, older",4
olive,"salet, yield, olive",3
